8.391304347826087362e-01 8.739130434782609314e-01 8.565217391304347228e-01 8.217391304347826386e-01 8.565217391304347228e-01 9.000000000000000222e-01 8.608695652173913304e-01 7.826086956521739468e-01 8.347826086956522396e-01
8.521739130434782261e-01 8.086956521739130377e-01 8.521739130434782261e-01 7.826086956521739468e-01 8.217391304347826386e-01 8.434782608695652328e-01 8.695652173913043237e-01 8.565217391304347228e-01 7.782608695652173392e-01
8.739130434782609314e-01 8.173913043478260310e-01 8.304347826086956319e-01 8.695652173913043237e-01 8.304347826086956319e-01 8.565217391304347228e-01 8.478260869565217295e-01 8.608695652173913304e-01 8.391304347826087362e-01
8.391304347826087362e-01 8.565217391304347228e-01 8.521739130434782261e-01 8.043478260869565410e-01 8.130434782608695343e-01 8.304347826086956319e-01 8.260869565217391353e-01 8.826086956521739246e-01 8.913043478260869179e-01
8.260869565217391353e-01 8.869565217391304213e-01 8.217391304347826386e-01 8.434782608695652328e-01 7.956521739130434367e-01 8.260869565217391353e-01 8.304347826086956319e-01 8.565217391304347228e-01 8.434782608695652328e-01
8.478260869565217295e-01 8.434782608695652328e-01 8.130434782608695343e-01 8.391304347826087362e-01 8.217391304347826386e-01 8.130434782608695343e-01 8.521739130434782261e-01 8.391304347826087362e-01 7.913043478260869401e-01
8.521739130434782261e-01 8.217391304347826386e-01 8.304347826086956319e-01 8.478260869565217295e-01 8.434782608695652328e-01 8.739130434782609314e-01 8.347826086956522396e-01 8.521739130434782261e-01 8.260869565217391353e-01
8.782608695652174280e-01 8.434782608695652328e-01 8.304347826086956319e-01 8.391304347826087362e-01 8.826086956521739246e-01 8.521739130434782261e-01 8.913043478260869179e-01 7.913043478260869401e-01 8.217391304347826386e-01
9.436619718309858795e-01 9.612676056338028685e-01 9.612676056338028685e-01 9.577464788732394929e-01 9.542253521126760063e-01 9.612676056338028685e-01 9.436619718309858795e-01 9.612676056338028685e-01 9.542253521126760063e-01
9.649122807017543879e-01 9.543859649122806710e-01 9.438596491228070651e-01 9.438596491228070651e-01 9.614035087719298156e-01 9.508771929824560987e-01 9.543859649122806710e-01 9.614035087719298156e-01 9.578947368421052433e-01
9.647887323943662441e-01 9.577464788732394929e-01 9.507042253521126307e-01 9.401408450704225039e-01 9.401408450704225039e-01 9.507042253521126307e-01 9.471830985915492551e-01 9.577464788732394929e-01 9.542253521126760063e-01
9.684210526315789602e-01 9.473684210526316374e-01 9.578947368421052433e-01 9.578947368421052433e-01 9.719298245614035325e-01 9.508771929824560987e-01 9.543859649122806710e-01 9.614035087719298156e-01 9.333333333333333481e-01
9.612676056338028685e-01 9.577464788732394929e-01 9.683098591549296197e-01 9.507042253521126307e-01 9.366197183098591283e-01 9.577464788732394929e-01 9.542253521126760063e-01 9.507042253521126307e-01 9.577464788732394929e-01
9.614035087719298156e-01 9.543859649122806710e-01 9.263157894736842035e-01 9.684210526315789602e-01 9.649122807017543879e-01 9.473684210526316374e-01 9.543859649122806710e-01 9.649122807017543879e-01 9.578947368421052433e-01
9.507042253521126307e-01 9.225352112676056260e-01 9.788732394366197465e-01 9.542253521126760063e-01 9.436619718309858795e-01 9.542253521126760063e-01 9.436619718309858795e-01 9.577464788732394929e-01 9.542253521126760063e-01
9.578947368421052433e-01 9.473684210526316374e-01 9.614035087719298156e-01 9.543859649122806710e-01 9.614035087719298156e-01 9.719298245614035325e-01 9.543859649122806710e-01 9.473684210526316374e-01 9.157894736842104866e-01
9.401408450704225039e-01 9.436619718309858795e-01 9.366197183098591283e-01 9.542253521126760063e-01 9.612676056338028685e-01 9.507042253521126307e-01 9.647887323943662441e-01 9.507042253521126307e-01 9.507042253521126307e-01
9.543859649122806710e-01 9.614035087719298156e-01 9.438596491228070651e-01 9.438596491228070651e-01 9.578947368421052433e-01 9.684210526315789602e-01 9.508771929824560987e-01 9.824561403508771384e-01 9.578947368421052433e-01
